,usr0,usr1,usr2,usr3,usr4,usr5,usr6,usr7,usr8,usr9,1m0,1m1,1m2,1m3,1m4,1m5,1m6,1m7,1m8,1m9,class
1f3e5df8-2bdf-492d-beee-d412287c0d6c,0.12546636787482887,0.35753399400265734,-0.06269466512738896,-0.2718516375450273,-0.4019087516672294,-0.15410742570919156,-0.16613414060074583,-0.30459365387108744,-0.2083557205596672,-0.09740303346261085,0.15024528743978882,0.3815231337421989,-0.04914644720347229,-0.04759710498455045,-0.24361310256198823,-0.1330865987378084,-0.1288264904003868,-0.2465023244544577,-0.17258139828949332,-0.08509071848070618,0
bb0896af-fa0e-4491-af39-498f307d19fe,0.012920842971744825,-0.19829265252947387,0.03446089793154146,0.1379869185644007,0.05024512368428107,0.04461567069953857,-0.01869173376182273,0.07042128646157804,0.13074429716489708,-0.09740303346261085,-0.16044079619356313,-0.19711433729755434,-0.029745316658058043,0.02016899002758386,-0.036862027989207964,0.059057183454979095,-0.04444744778400635,0.040567095743163084,0.059079002933146406,-0.08509071848070618,0
cc3cb10c-5b2c-44e1-9f91-15f5dba20c0b,-0.04040988578078687,0.1434712022703189,0.021722898163376216,0.007353446325619864,-0.009902620219184336,0.026379027941285608,0.008652892930264992,0.05155638267306605,-0.021007850207724058,-0.09740303346261085,0.07099888954131568,0.10211808281909697,0.07553440227888866,0.012583543365219236,0.007999730306306354,0.06291752193916006,-0.013640470126318947,0.01311742047219881,0.03684028005675345,-0.08509071848070618,0
ee380b6d-ea36-486e-8937-c7ed2f132393,0.25465203303958983,0.45428282447475415,0.09324385974042533,0.05687567852206294,-0.0883240526242749,-0.024871783940413894,0.12613814002327814,0.1410648805705978,-0.2083557205596672,-0.09740303346261085,0.21749491427594428,0.5352439121595083,0.1329916571108398,0.033211577972777365,-0.10381192384249992,-0.05008932132794906,0.03848663227693749,0.07932660088351282,-0.17258139828949332,-0.08509071848070618,0
e85bd22e-ee1d-4d30-8a58-6d324b92356a,-0.20135201163093613,-0.19887815596207745,0.0028744041811695864,-0.031743774620459624,-0.044006920062899135,-0.11877835990114813,-0.0625327804720254,-0.016015055915246584,0.04242708803937671,-0.09740303346261085,-0.14776030035432294,-0.20016502999679875,0.06496108964207387,0.028727839817321722,0.06115583507929435,-0.09314097695708755,-0.060698295887231205,-0.04255458471256717,0.015182608423675269,-0.08509071848070618,0
a6f6e908-f40e-4952-8e8f-e1aa96e5d5af,0.20261586453091285,0.3702378704168698,-0.027906590733226745,-0.10196745964846572,-0.20996515264930235,-0.12485123957504808,-0.001275114460698869,0.045417385023873415,0.13644376610312717,-0.09740303346261085,0.24211011046506817,0.330766433951692,-0.010416037563485712,-0.009232854227003266,-0.19930128872675626,-0.10632316974590282,-0.02613734553549106,0.06754967500838234,0.08810970108236862,-0.08509071848070618,0
2d06d2a6-9149-49a3-bcf1-b2a90640d9a7,0.05710590784258975,-0.0730136054083897,0.1334555959560882,-0.02864166956944031,0.20930183515748027,0.03750547421479993,-0.04979738061786435,0.09632582239576694,-0.04274851432613473,-0.09740303346261085,0.17531664413664624,-0.10865704912869552,0.11322915997225814,0.05933697896956905,0.20946332026227385,0.06431855210840165,-0.0777719529083353,0.03657537112739861,0.11507274920022985,-0.08509071848070618,0
9948b882-3448-4181-9799-211061d92b1b,0.07645066741934543,0.15064959045953683,-0.007489788753739901,-0.14887694941027876,0.07798025312689591,-0.11649188535902578,-0.06520066810755686,-0.02093287497846478,0.061729629619147824,-0.09740303346261085,-0.04506257573315385,0.10617785079578342,-0.020755213576002074,-0.08693577283106013,0.0019752679042813227,-0.059039652453776396,-0.06128601654285984,-0.015758843849646605,0.025309891709243353,-0.08509071848070618,0
5ebed84c-5e01-4abe-9af1-5dc9fe5a5c38,-0.17383499715138903,-0.29532596911228576,-0.05182099858781775,-0.08323208269630498,-0.11798841890606016,-0.12774787628514206,-0.08374232300555051,-0.04895175216689655,-0.0034291506414668494,-0.09740303346261085,-0.2958118450355432,-0.24498674580877353,-0.0784469733295265,-0.06908700694446869,-0.11146908254587937,-0.07627232353545399,-0.017861643544085416,-0.061615994213689275,-0.011735508339152064,-0.08509071848070618,0
da80cd61-3083-4cb4-8b8a-481bf1afe4a6,0.06844283623973955,0.3378067302371198,-0.0482092636673588,-0.18810257952168116,-0.15172440005894414,-0.09510383474056026,0.034593034862724976,0.011048615912451147,-0.2083557205596672,-0.09740303346261085,0.05907596005462688,0.29729201496998264,-0.057038957433012155,-0.10462636070945416,-0.05792349869337167,-0.12726356709689648,0.01380236474054384,-0.033276679894845285,-0.17258139828949332,-0.08509071848070618,0
96fe14a4-a06e-43f0-8183-9a10b8548365,0.024721134440154214,-0.2446897358709393,-0.07785196389485931,0.0983319138683366,0.2798944906139241,0.2054851798911764,0.27444053612727864,0.05663438071555333,0.13667012524565755,0.3991445427223934,-0.11272170558734768,-0.21452461919862617,-0.063302421837433,0.03792041560143876,0.1450916925486485,0.06258853003334704,0.21948673940576527,-0.02110903934878749,0.15996875454049664,0.24876601164068268,0
af3074cf-bdf1-44b4-83b0-3f23fb4bd854,0.027607963932645616,-0.040865154468574104,0.047706873421047874,-0.04730453442445608,-0.07435035879910507,0.0070593050672271875,-0.04924326516727837,-0.022998024481106005,0.06116961306295508,-0.09740303346261085,-0.018111720776932873,-0.10475088246273946,0.07278918132947972,-0.06698810645107162,-0.1266167029065997,0.00755181185821746,-0.02535024622706803,-0.04093921102603148,-0.012141586581109412,-0.08509071848070618,0
88192eeb-7e19-4d16-ab18-558355829a78,-0.027630399100953714,0.13156126629918297,-0.04429831447367717,-0.1303394691410481,-0.24828191771800387,-0.15101274789702418,-0.07114244655884369,-0.05495267120006974,-0.2083557205596672,-0.09740303346261085,-0.09771570318638695,0.12468894209042969,-0.06015210736345301,0.013698901115333529,-0.1941819757055367,-0.1439233169129374,-0.04327795807432566,-0.062232950187944135,-0.17258139828949332,-0.08509071848070618,0
61018a8c-1b68-4b6f-8458-1ea380de793b,0.0831961317088684,-0.10480481079298658,0.10823546871428445,0.049492313388711844,0.14264759534759727,-0.022595202314441638,-0.062429547933687934,-0.027209051139285977,0.19056703440995404,-0.09740303346261085,-0.034327981622823,-0.17739790238397612,0.013926738454484005,0.004654363723502682,0.1552236026237317,-0.06184171279226003,-0.07846680239233127,-0.06226603615501798,0.1382139266822008,-0.08509071848070618,0
baf8ad5e-e298-4684-929f-a4ac3e1ce74e,-0.5126558089076481,-0.282453242133089,-0.0347461192556061,0.025121796015582107,0.10491400244682017,0.05142085464243508,-0.025174261467271787,0.07119439466580195,0.09683170586492305,-0.09740303346261085,-0.1462462082396812,-0.2007325015058883,-0.009450998249593513,0.014283956953348973,0.13697650644775483,0.00585556461760005,-0.04848412155291749,0.06571437695247385,0.07272607921416846,-0.08509071848070618,0
72c117ff-b449-4993-a571-95d1550f174a,-0.1393814257893068,-0.2917913031348064,-0.03171053790703718,0.2786368060319614,0.13808530043167944,0.2076357582086635,-0.06329770436679016,0.05622960866364251,-0.2083557205596672,-0.09740303346261085,0.0469633681134567,-0.2264585877018241,-0.08570768631890711,0.09493446190247802,0.05099666276907714,0.15360920700170452,0.010014170337429957,0.013242824182811077,-0.17258139828949332,-0.08509071848070618,0
78a24bb6-89b4-421b-bfcc-583f0c99e3fe,-0.10205614521388442,-0.15975723822442525,-0.04672949990192114,-0.07200106333191426,-0.13545918918203886,-0.12999507617861852,-0.07340557370847149,-0.060632749325052665,-0.2083557205596672,-0.09740303346261085,0.009870042247411906,-0.18436969520994168,-0.008201030768567291,-0.06684310994355673,-0.08824989774117278,-0.10333597327791148,-0.0663419020816576,-0.09011458406242003,-0.17258139828949332,-0.08509071848070618,0
1421dbc0-1329-4fd8-b4c6-08b1118b15ee,0.07438178327774804,0.24654371861202917,0.11679062930646242,-0.11423349279164992,-0.47140462959403606,-0.190189609750698,-0.11936028919010769,-0.05142458070497698,-0.2083557205596672,-0.09740303346261085,0.16426563090268242,0.22139376730493823,0.14461090053648934,0.03305745581094339,-0.3134171011100096,-0.19772412633162748,-0.11048641887112597,-0.07052472089133174,-0.17258139828949332,-0.08509071848070618,0
4a65e750-aff1-4199-805f-d149d85bd145,-0.05407191357682705,-0.23725530741766176,0.06329522435346423,0.03503755588213381,0.07952701503137798,0.01054332510602568,-0.06361469263439817,0.05101405025919306,0.1592636211489013,0.1649216606485884,-0.0811044628780623,-0.23236157140728478,-0.015830911557100966,-0.028560990074882282,-0.00430157694127396,0.060877271755200864,-0.07739848990944251,-0.03908834310326571,0.09220753822457685,0.17777891311530125,0
6c5d14bc-506d-4fe7-8115-106d270bc113,0.0326453763322843,0.000608972886660765,0.04191296409488476,-0.04065418755182214,0.02365343137140855,0.018051385890661964,-0.00763246010989197,0.020012545474731542,-0.2083557205596672,-0.09740303346261085,-0.16478696630385875,-0.050794155365335394,-0.006985750194846365,-0.04101852218206088,-0.03715180042437303,0.027741657332830773,-0.023567741555060175,-0.013509548909400697,-0.17258139828949332,-0.08509071848070618,0
e02b622e-1713-4eaa-ab7e-f94cd829d354,0.13838673556065098,0.3162069336097192,0.050925728041856674,-0.16442019753575962,-0.05682521373534558,-0.04753773429597754,0.009497858883305196,0.02365829877459987,-0.2083557205596672,-0.09740303346261085,0.01630796037007305,0.21232275656564653,0.0005140546912998756,-0.0853925232895372,-0.0717531218489909,0.0018113409237072628,-0.04187338010239305,0.016687507532777205,-0.17258139828949332,-0.08509071848070618,0
62ee791c-fff5-481a-ae5b-172e40b946ae,0.0058428454954474116,0.021888456564411837,-0.012305386995534682,-0.029234189216417128,-0.026100809684016863,-0.07180293280819315,-0.007455442030754323,0.07419806960872855,0.09189080988956064,-0.09740303346261085,0.010904573190393506,-0.007888189234424811,0.009725906216470813,0.008076484093170397,-0.03059297272524211,-0.04511316238755089,-0.0626117357939098,-0.004213787574308405,0.05281114997547583,-0.08509071848070618,0
dacc52b2-ad78-45c3-878d-c97d6badb8de,0.031773883692616495,-0.0028100851892532575,0.04503863587743307,-0.11677524670765363,0.013843239827175951,-0.05312885408543825,-0.05498439555193878,0.06244238435180751,0.1347821512091208,-0.09740303346261085,-0.12864887289759344,-0.05282083932637155,-0.01709946130989375,-0.050812377189649996,-0.05975249245079993,-0.03402250749424662,-0.09974080222568686,0.033214226119390185,0.06151144834921444,-0.08509071848070618,0
fd4eb313-4e96-4293-97b7-0588bc0c92f1,-0.008514244411199022,-0.1924331951369015,-0.025916435305605886,-0.10513324737889292,-0.16189177328928261,-0.15085142253687828,-0.10402710846928125,-0.30459365387108744,-0.2083557205596672,-0.09740303346261085,0.05536250821688471,-0.19024494534540945,0.018074301513421973,-0.053316862319451465,-0.04894522695225865,-0.11320322861271628,-0.09405132529013063,-0.2465023244544577,-0.17258139828949332,-0.08509071848070618,0
33230487-b09a-4acd-915e-f48b16074bc3,0.06383482555775706,0.23353384892607418,-0.0058083180874411375,-0.07158952417108445,0.04470943418420076,0.14352580034197762,0.08945920291252552,0.033909333703528124,0.19811752026119822,0.36646817100759554,-0.025127989094507423,0.16020071179086434,0.030150300527322316,-0.05220454645411058,-0.0012465030415141126,0.03926888323422879,0.1124456971612993,0.0015782028969329588,0.12193692374261889,0.24993080740174095,0
6ba14972-1720-40f9-ae0d-e05fce06daaf,-0.011761778015274487,0.20897162055419202,0.0034360621080095277,0.009881544075520856,0.06382865205998775,-0.03771900359230527,0.01182675702655479,0.054306068636912314,0.0831750197325197,-0.09740303346261085,-0.0795187423339082,0.2800140008642652,0.06603638376846749,-0.0029361527468165774,0.08038519619339228,-0.023536046861429433,-0.0052576393065453236,0.07009340200633728,0.1199767766510727,-0.08509071848070618,0
d36ebc90-79a8-479c-b585-6bdbb2e7f626,0.07667724004438162,0.16896150057795958,0.13556570284649194,0.15881680999267966,0.0009563581563123307,-0.16857628395151736,-0.036725085395038506,0.04965135945731448,-0.2083557205596672,-0.09740303346261085,-0.04147375875322403,0.062126274889004164,0.03985272402720681,0.07291527199205311,-0.005445087518747401,-0.11917762154869865,-0.06522895258694891,0.02313580844924788,-0.17258139828949332,-0.08509071848070618,0
0c093f75-1965-4659-8f52-b32bc3802c39,-0.004006364646452456,0.10569171768030994,0.013348836496679332,-0.09010431283672733,-0.15313746093993655,-0.09411488583617017,-0.009620972678447205,-0.046352579667882816,-0.2083557205596672,-0.09740303346261085,-0.1056909557360498,0.027030508738465384,-0.022510618849154992,-0.04810408578005653,0.06077414558136532,-0.12535091073192173,-0.03131523890659765,-0.055078109808273164,-0.17258139828949332,-0.08509071848070618,0
